PubMedID,Matched_Protein_Id,Matched_Protein_Name,Other_protein,Sentence,marked_text
26329582,P01375,Tumor necrosis factor,TRAF3,Tumor necrosis factor receptor-associated factor 3 (TRAF3) is an adaptor protein that inhibits signaling by CD40 and by the receptor for B cell-activating factor (BAFF) and negatively regulates homeostatic B cell survival.,[E1] Tumor necrosis factor [/E1] receptor-associated factor 3 ([E2] TRAF3 [/E2]) is an adaptor protein that inhibits signaling by CD40 and by the receptor for B cell-activating factor (BAFF) and negatively regulates homeostatic B cell survival.
26329582,P01375,Tumor necrosis factor,adaptor protein,Tumor necrosis factor receptor-associated factor 3 (TRAF3) is an adaptor protein that inhibits signaling by CD40 and by the receptor for B cell-activating factor (BAFF) and negatively regulates homeostatic B cell survival.,[E1] Tumor necrosis factor [/E1] receptor-associated factor 3 (TRAF3) is an [E2] adaptor protein [/E2] that inhibits signaling by CD40 and by the receptor for B cell-activating factor (BAFF) and negatively regulates homeostatic B cell survival.
26329582,P01375,Tumor necrosis factor,CD40,Tumor necrosis factor receptor-associated factor 3 (TRAF3) is an adaptor protein that inhibits signaling by CD40 and by the receptor for B cell-activating factor (BAFF) and negatively regulates homeostatic B cell survival.,[E1] Tumor necrosis factor [/E1] receptor-associated factor 3 (TRAF3) is an adaptor protein that inhibits signaling by [E2] CD40 [/E2] and by the receptor for B cell-activating factor (BAFF) and negatively regulates homeostatic B cell survival.
26329582,P01375,Tumor necrosis factor,B cell-activating factor,Tumor necrosis factor receptor-associated factor 3 (TRAF3) is an adaptor protein that inhibits signaling by CD40 and by the receptor for B cell-activating factor (BAFF) and negatively regulates homeostatic B cell survival.,[E1] Tumor necrosis factor [/E1] receptor-associated factor 3 (TRAF3) is an adaptor protein that inhibits signaling by CD40 and by the receptor for [E2] B cell-activating factor [/E2] (BAFF) and negatively regulates homeostatic B cell survival.
26329582,P01375,Tumor necrosis factor,BAFF,Tumor necrosis factor receptor-associated factor 3 (TRAF3) is an adaptor protein that inhibits signaling by CD40 and by the receptor for B cell-activating factor (BAFF) and negatively regulates homeostatic B cell survival.,[E1] Tumor necrosis factor [/E1] receptor-associated factor 3 (TRAF3) is an adaptor protein that inhibits signaling by CD40 and by the receptor for B cell-activating factor ([E2] BAFF [/E2]) and negatively regulates homeostatic B cell survival.
26334396,P01375,Tumor necrosis factor,TRAF6,Tumor necrosis factor receptor-associated factor 6 (TRAF6) transduces signals from members of the IL-1R/TLR and TNFR superfamilies to the transcription factors NF-κB and AP1.,[E1] Tumor necrosis factor [/E1] receptor-associated factor 6 ([E2] TRAF6 [/E2]) transduces signals from members of the IL-1R/TLR and TNFR superfamilies to the transcription factors NF-κB and AP1.
26334396,P01375,Tumor necrosis factor,IL-1R/TLR,Tumor necrosis factor receptor-associated factor 6 (TRAF6) transduces signals from members of the IL-1R/TLR and TNFR superfamilies to the transcription factors NF-κB and AP1.,[E1] Tumor necrosis factor [/E1] receptor-associated factor 6 (TRAF6) transduces signals from members of the [E2] IL-1R/TLR [/E2] and TNFR superfamilies to the transcription factors NF-κB and AP1.
26334396,P01375,Tumor necrosis factor,TNFR superfamilies,Tumor necrosis factor receptor-associated factor 6 (TRAF6) transduces signals from members of the IL-1R/TLR and TNFR superfamilies to the transcription factors NF-κB and AP1.,[E1] Tumor necrosis factor [/E1] receptor-associated factor 6 (TRAF6) transduces signals from members of the IL-1R/TLR and [E2] TNFR superfamilies [/E2] to the transcription factors NF-κB and AP1.
26334396,P01375,Tumor necrosis factor,transcription factors NF-κB,Tumor necrosis factor receptor-associated factor 6 (TRAF6) transduces signals from members of the IL-1R/TLR and TNFR superfamilies to the transcription factors NF-κB and AP1.,[E1] Tumor necrosis factor [/E1] receptor-associated factor 6 (TRAF6) transduces signals from members of the IL-1R/TLR and TNFR superfamilies to the [E2] transcription factors NF-κB [/E2] and AP1.
26334396,P01375,Tumor necrosis factor,AP1,Tumor necrosis factor receptor-associated factor 6 (TRAF6) transduces signals from members of the IL-1R/TLR and TNFR superfamilies to the transcription factors NF-κB and AP1.,[E1] Tumor necrosis factor [/E1] receptor-associated factor 6 (TRAF6) transduces signals from members of the IL-1R/TLR and TNFR superfamilies to the transcription factors NF-κB and [E2] AP1 [/E2].
26334904,P05112,Interleukin-4,central anti-inflammatory Th2 cytokine,"Interleukin-4 (IL-4) polymorphisms have been reported to influence an individual's susceptibility to liver disease as it is a central anti-inflammatory Th2 cytokine; however, these results remain controversial.","[E1] Interleukin-4 [/E1] (IL-4) polymorphisms have been reported to influence an individual's susceptibility to liver disease as it is a [E2] central anti-inflammatory Th2 cytokine [/E2]; however, these results remain controversial."
26336855,P05231,Interleukin-6,cytokine,Interleukin-6 (IL-6) cytokine signaling is key in Rheumatoid Arthritis (RA) pathophysiology.,[E1] Interleukin-6 [/E1] (IL-6) [E2] cytokine [/E2] signaling is key in Rheumatoid Arthritis (RA) pathophysiology.
26339407,P10145,Interleukin-8,matrix metalloproteinase-9,"Interleukin-8 (IL-8), matrix metalloproteinase-9 (MMP-9) and neovascularization have been implicated to be associated with biological processes, especially cancer progression.","[E1] Interleukin-8 [/E1] (IL-8), [E2] matrix metalloproteinase-9 [/E2] (MMP-9) and neovascularization have been implicated to be associated with biological processes, especially cancer progression."
26339407,P10145,Interleukin-8,MMP-9,"Interleukin-8 (IL-8), matrix metalloproteinase-9 (MMP-9) and neovascularization have been implicated to be associated with biological processes, especially cancer progression.","[E1] Interleukin-8 [/E1] (IL-8), matrix metalloproteinase-9 ([E2] MMP-9 [/E2]) and neovascularization have been implicated to be associated with biological processes, especially cancer progression."
26341401,P04141,Granulocyte-macrophage colony-stimulating factor,cytokine,Granulocyte-macrophage colony-stimulating factor (GM-CSF) has emerged as a crucial cytokine produced by auto-reactive T helper (Th) cells that initiate tissue inflammation.,[E1] Granulocyte-macrophage colony-stimulating factor [/E1] (GM-CSF) has emerged as a crucial [E2] cytokine [/E2] produced by auto-reactive T helper (Th) cells that initiate tissue inflammation.
26345473,P01375,Tumor necrosis factor,glutamate receptor,Tumor necrosis factor alpha (TNFα) plays a physiological role in controlling synaptic transmission and plasticity in the healthy central nervous system by modulating glutamate receptor trafficking to the plasma membrane.,[E1] Tumor necrosis factor [/E1] alpha (TNFα) plays a physiological role in controlling synaptic transmission and plasticity in the healthy central nervous system by modulating [E2] glutamate receptor [/E2] trafficking to the plasma membrane.
26351138,P60568,Interleukin-2,cytokine,Interleukin-2 (IL-2) is a potent cytokine with roles in both immunity and tolerance.,[E1] Interleukin-2 [/E1] (IL-2) is a potent [E2] cytokine [/E2] with roles in both immunity and tolerance.
26362438,Q14116,Interleukin-18,pleiotropic cytokine,Interleukin-18 (IL-18) is a pleiotropic cytokine centrally involved in the cytokine cascade with complex immunomodulatory functions in innate and acquired immunity.,[E1] Interleukin-18 [/E1] (IL-18) is a [E2] pleiotropic cytokine [/E2] centrally involved in the cytokine cascade with complex immunomodulatory functions in innate and acquired immunity.
26362438,Q14116,Interleukin-18,cytokine,Interleukin-18 (IL-18) is a pleiotropic cytokine centrally involved in the cytokine cascade with complex immunomodulatory functions in innate and acquired immunity.,[E1] Interleukin-18 [/E1] (IL-18) is a pleiotropic [E2] cytokine [/E2] centrally involved in the cytokine cascade with complex immunomodulatory functions in innate and acquired immunity.
26363151,O95760,Interleukin-33,non-histone chromatin-associated protein,Interleukin-33 (IL-33) is usually expressed in the nucleus as a non-histone chromatin-associated protein.,[E1] Interleukin-33 [/E1] (IL-33) is usually expressed in the nucleus as a [E2] non-histone chromatin-associated protein [/E2].
26367274,P01375,Tumor necrosis factor,matrix metalloproteinases,Tumor necrosis factor (TNF)-α and matrix metalloproteinases (MMPs) are elevated in pleural fluids of tuberculous pleuritis (TBP) where pleural mesothelial cells (PMCs) conduct the first-line defense against Mycobacterium tuberculosis (MTB).,[E1] Tumor necrosis factor [/E1] (TNF)-α and [E2] matrix metalloproteinases [/E2] (MMPs) are elevated in pleural fluids of tuberculous pleuritis (TBP) where pleural mesothelial cells (PMCs) conduct the first-line defense against Mycobacterium tuberculosis (MTB).
26367274,P01375,Tumor necrosis factor,MMPs,Tumor necrosis factor (TNF)-α and matrix metalloproteinases (MMPs) are elevated in pleural fluids of tuberculous pleuritis (TBP) where pleural mesothelial cells (PMCs) conduct the first-line defense against Mycobacterium tuberculosis (MTB).,[E1] Tumor necrosis factor [/E1] (TNF)-α and matrix metalloproteinases ([E2] MMPs [/E2]) are elevated in pleural fluids of tuberculous pleuritis (TBP) where pleural mesothelial cells (PMCs) conduct the first-line defense against Mycobacterium tuberculosis (MTB).
26367274,P01375,Tumor necrosis factor,TBP,Tumor necrosis factor (TNF)-α and matrix metalloproteinases (MMPs) are elevated in pleural fluids of tuberculous pleuritis (TBP) where pleural mesothelial cells (PMCs) conduct the first-line defense against Mycobacterium tuberculosis (MTB).,[E1] Tumor necrosis factor [/E1] (TNF)-α and matrix metalloproteinases (MMPs) are elevated in pleural fluids of tuberculous pleuritis ([E2] TBP [/E2]) where pleural mesothelial cells (PMCs) conduct the first-line defense against Mycobacterium tuberculosis (MTB).
26376304,P04141,Granulocyte-macrophage colony-stimulating factor,pleiotropic cytokine,Granulocyte-macrophage colony-stimulating factor (GM-CSF) is a pleiotropic cytokine that activates granulocyte and macrophage cell lineages.,[E1] Granulocyte-macrophage colony-stimulating factor [/E1] (GM-CSF) is a [E2] pleiotropic cytokine [/E2] that activates granulocyte and macrophage cell lineages.
26376814,Q14116,Interleukin-18,cytokine,Interleukin-18 (IL-18) is a cytokine that belongs to the IL-1 superfamily and is secreted by various immune and nonimmune cells.,[E1] Interleukin-18 [/E1] (IL-18) is a [E2] cytokine [/E2] that belongs to the IL-1 superfamily and is secreted by various immune and nonimmune cells.
26376814,Q14116,Interleukin-18,IL-1 superfamily,Interleukin-18 (IL-18) is a cytokine that belongs to the IL-1 superfamily and is secreted by various immune and nonimmune cells.,[E1] Interleukin-18 [/E1] (IL-18) is a cytokine that belongs to the [E2] IL-1 superfamily [/E2] and is secreted by various immune and nonimmune cells.
26378785,P10145,Interleukin-8,chemoattractant chemokine,"Gliadin, the immunogenic component within gluten and trigger of celiac disease, is known to induce the production of Interleukin-8, a potent neutrophil-activating and chemoattractant chemokine.","Gliadin, the immunogenic component within gluten and trigger of celiac disease, is known to induce the production of [E1] Interleukin-8 [/E1], a potent neutrophil-activating and [E2] chemoattractant chemokine [/E2]."
26385705,P02778,C-X-C motif chemokine 10,tumor necrosis factor-α (,"C-X-C motif chemokine 10 (CXCL10) is produced in response to interferon-γ, and tumor necrosis factor-α (TNF-α) triggers the accumulation of activated lymphocytes.","[E1] C-X-C motif chemokine 10 [/E1] (CXCL10) is produced in response to interferon-γ, and [E2] tumor necrosis factor-α ( [/E2]TNF-α) triggers the accumulation of activated lymphocytes."
26390425,P01375,Tumor necrosis factor,apoptosis-inducing ligand,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) is currently being evaluated as a possible biological agent for cancer treatment.,[E1] Tumor necrosis factor [/E1] (TNF)-related [E2] apoptosis-inducing ligand [/E2] (TRAIL) is currently being evaluated as a possible biological agent for cancer treatment.
26390425,P01375,Tumor necrosis factor,TRAIL,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) is currently being evaluated as a possible biological agent for cancer treatment.,[E1] Tumor necrosis factor [/E1] (TNF)-related apoptosis-inducing ligand ([E2] TRAIL [/E2]) is currently being evaluated as a possible biological agent for cancer treatment.
26392750,P05231,Interleukin-6,pleiotropic cytokine,Interleukin-6 (IL-6) is a pleiotropic cytokine implicated in the pathogenesis of many immune-mediated disorders including several types of non-infectious uveitis.,[E1] Interleukin-6 [/E1] (IL-6) is a [E2] pleiotropic cytokine [/E2] implicated in the pathogenesis of many immune-mediated disorders including several types of non-infectious uveitis.
26395262,P01375,Tumor necrosis factor,TNFSF13,"Tumor necrosis factor superfamily member 13 (TNFSF13) modulates cell proliferation and apoptosis and participates in the pathogenesis of solid tumors, but its role in laryngeal cancer development is not clearly defined.","[E1] Tumor necrosis factor [/E1] superfamily member 13 ([E2] TNFSF13 [/E2]) modulates cell proliferation and apoptosis and participates in the pathogenesis of solid tumors, but its role in laryngeal cancer development is not clearly defined."
26399567,P13725,Oncostatin-M,"pleiotropic, multifunctional cytokine","Oncostatin-M (OSM) is a patho-physiologically important pleiotropic, multifunctional cytokine.","[E1] Oncostatin-M [/E1] (OSM) is a patho-physiologically important [E2] pleiotropic, multifunctional cytokine [/E2]."
26406299,P01375,Tumor necrosis factor,proinflammatory cytokine,Tumor necrosis factor alpha (TNF-α) is a proinflammatory cytokine and important mediator of severity for periportal fibrosis (PPF).,[E1] Tumor necrosis factor [/E1] alpha (TNF-α) is a [E2] proinflammatory cytokine [/E2] and important mediator of severity for periportal fibrosis (PPF).
26408177,P01375,Tumor necrosis factor,TRAP1,Tumor necrosis factor receptor-associated protein 1 (TRAP1 or Hsp75) is a member of the mitochondrial heat shock proteins.,[E1] Tumor necrosis factor [/E1] receptor-associated protein 1 ([E2] TRAP1 [/E2] or Hsp75) is a member of the mitochondrial heat shock proteins.
26408177,P01375,Tumor necrosis factor,Hsp75,Tumor necrosis factor receptor-associated protein 1 (TRAP1 or Hsp75) is a member of the mitochondrial heat shock proteins.,[E1] Tumor necrosis factor [/E1] receptor-associated protein 1 (TRAP1 or [E2] Hsp75 [/E2]) is a member of the mitochondrial heat shock proteins.
26408177,P01375,Tumor necrosis factor,mitochondrial heat shock proteins,Tumor necrosis factor receptor-associated protein 1 (TRAP1 or Hsp75) is a member of the mitochondrial heat shock proteins.,[E1] Tumor necrosis factor [/E1] receptor-associated protein 1 (TRAP1 or Hsp75) is a member of the [E2] mitochondrial heat shock proteins [/E2].
26428949,Q969D9,Thymic stromal lymphopoietin,IL-33,Thymic stromal lymphopoietin (TSLP) and IL-33 are epithelium-derived proallergic cytokines that contribute to allergic diseases.,[E1] Thymic stromal lymphopoietin [/E1] (TSLP) and [E2] IL-33 [/E2] are epithelium-derived proallergic cytokines that contribute to allergic diseases.
26428949,Q969D9,Thymic stromal lymphopoietin,epithelium-derived proallergic cytokines,Thymic stromal lymphopoietin (TSLP) and IL-33 are epithelium-derived proallergic cytokines that contribute to allergic diseases.,[E1] Thymic stromal lymphopoietin [/E1] (TSLP) and IL-33 are [E2] epithelium-derived proallergic cytokines [/E2] that contribute to allergic diseases.
26457438,P60568,Interleukin-2,cytokine,"Interleukin-2 (IL-2) is a cytokine centrally involved in the regulation of immune tolerance and activation by its effects on CD4+ T regulatory (Treg) cells and cytotoxic effector lymphocytes, respectively.","[E1] Interleukin-2 [/E1] (IL-2) is a [E2] cytokine [/E2] centrally involved in the regulation of immune tolerance and activation by its effects on CD4+ T regulatory (Treg) cells and cytotoxic effector lymphocytes, respectively."
26459808,P15692,Vascular endothelial growth factor A,VEGF-A,Vascular endothelial growth factor A (VEGF-A) regulates many aspects of vascular function.,[E1] Vascular endothelial growth factor A [/E1] ([E2] VEGF-A [/E2]) regulates many aspects of vascular function.
26473365,P22301,Interleukin-10,IL-10 cytokine,Interleukin-10 (IL-10) has been associated with wheezing and asthma in children and the genetic variation of the IL-10 cytokine production may be linked to post-bronchiolitis lung function.,[E1] Interleukin-10 [/E1] (IL-10) has been associated with wheezing and asthma in children and the genetic variation of the [E2] IL-10 cytokine [/E2] production may be linked to post-bronchiolitis lung function.
26476544,P15692,Vascular endothelial growth factor A,kinase insert domain receptor,"Vascular endothelial growth factor A (VEGFA) and its kinase insert domain receptor (VEGFR2/KDR) were reported to be upregulated in chronic myeloid leukemia (CML); however, the influence of polymorphisms in VEGFA and VEGFR2 in CML pathogenesis and therapeutic response, have not yet been elucidated.","[E1] Vascular endothelial growth factor A [/E1] (VEGFA) and its [E2] kinase insert domain receptor [/E2] (VEGFR2/KDR) were reported to be upregulated in chronic myeloid leukemia (CML); however, the influence of polymorphisms in VEGFA and VEGFR2 in CML pathogenesis and therapeutic response, have not yet been elucidated."
26476544,P15692,Vascular endothelial growth factor A,VEGFR2/KDR,"Vascular endothelial growth factor A (VEGFA) and its kinase insert domain receptor (VEGFR2/KDR) were reported to be upregulated in chronic myeloid leukemia (CML); however, the influence of polymorphisms in VEGFA and VEGFR2 in CML pathogenesis and therapeutic response, have not yet been elucidated.","[E1] Vascular endothelial growth factor A [/E1] (VEGFA) and its kinase insert domain receptor ([E2] VEGFR2/KDR [/E2]) were reported to be upregulated in chronic myeloid leukemia (CML); however, the influence of polymorphisms in VEGFA and VEGFR2 in CML pathogenesis and therapeutic response, have not yet been elucidated."
26476544,P15692,Vascular endothelial growth factor A,VEGFR2,"Vascular endothelial growth factor A (VEGFA) and its kinase insert domain receptor (VEGFR2/KDR) were reported to be upregulated in chronic myeloid leukemia (CML); however, the influence of polymorphisms in VEGFA and VEGFR2 in CML pathogenesis and therapeutic response, have not yet been elucidated.","[E1] Vascular endothelial growth factor A [/E1] (VEGFA) and its kinase insert domain receptor ([E2] VEGFR2 [/E2]/KDR) were reported to be upregulated in chronic myeloid leukemia (CML); however, the influence of polymorphisms in VEGFA and VEGFR2 in CML pathogenesis and therapeutic response, have not yet been elucidated."
26478190,P01375,Tumor necrosis factor,cytokines,"Tumor necrosis factor (TNF) is one of the most important cytokines involved in inflammation, apoptosis, cell proliferation, and stimulation of the immune system.","[E1] Tumor necrosis factor [/E1] (TNF) is one of the most important [E2] cytokines [/E2] involved in inflammation, apoptosis, cell proliferation, and stimulation of the immune system."
26503210,P22301,Interleukin-10,multifunctional cytokine,Interleukin-10 (IL-10) is a multifunctional cytokine that participates in the development and progression of various malignant tumors.,[E1] Interleukin-10 [/E1] (IL-10) is a [E2] multifunctional cytokine [/E2] that participates in the development and progression of various malignant tumors.
26505752,P01375,Tumor necrosis factor,inflammatory mediators,Tumor necrosis factor alpha (TNF-α) is important in the process of intervertebral disc (IVD) degeneration because of its ability to regulate other inflammatory mediators in autocrine and paracrine fashions.,[E1] Tumor necrosis factor [/E1] alpha (TNF-α) is important in the process of intervertebral disc (IVD) degeneration because of its ability to regulate other [E2] inflammatory mediators [/E2] in autocrine and paracrine fashions.
26506422,P01375,Tumor necrosis factor,apoptosis-inducing ligand,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) induces apoptosis in various types of cancer cells without damaging normal cells.,[E1] Tumor necrosis factor [/E1] (TNF)-related [E2] apoptosis-inducing ligand [/E2] (TRAIL) induces apoptosis in various types of cancer cells without damaging normal cells.
26506422,P01375,Tumor necrosis factor,TRAIL,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) induces apoptosis in various types of cancer cells without damaging normal cells.,[E1] Tumor necrosis factor [/E1] (TNF)-related apoptosis-inducing ligand ([E2] TRAIL [/E2]) induces apoptosis in various types of cancer cells without damaging normal cells.
26507644,P14210,Hepatocyte growth factor,cytokine,Hepatocyte growth factor (HGF) is a cytokine that increases glucose transport ex vivo in skeletal muscle.,[E1] Hepatocyte growth factor [/E1] (HGF) is a [E2] cytokine [/E2] that increases glucose transport ex vivo in skeletal muscle.
26511507,P60568,Interleukin-2,lymphocyte growth factor,Interleukin-2 (IL-2) is a lymphocyte growth factor that is an important component of many immune-based cancer therapies.,[E1] Interleukin-2 [/E1] (IL-2) is a [E2] lymphocyte growth factor [/E2] that is an important component of many immune-based cancer therapies.
26517089,P01375,Tumor necrosis factor,TRAP1,Tumor necrosis factor receptor-associated protein 1 (TRAP1) is abnormally expressed in many cancers.,[E1] Tumor necrosis factor [/E1] receptor-associated protein 1 ([E2] TRAP1 [/E2]) is abnormally expressed in many cancers.
26522462,P05231,Interleukin-6,cytokine,Interleukin-6 is a cytokine involved in the regulation of the immune system and the central nervous system.,[E1] Interleukin-6 [/E1] is a [E2] cytokine [/E2] involved in the regulation of the immune system and the central nervous system.
26522810,P10145,Interleukin-8,pro-inflammatory chemokine,"Interleukin-8 (IL-8 or CXCL8) is a highly selective pro-inflammatory chemokine, that is elevated in sera of humans and animals with various inflammatory diseases.","[E1] Interleukin-8 [/E1] (IL-8 or CXCL8) is a highly selective [E2] pro-inflammatory chemokine [/E2], that is elevated in sera of humans and animals with various inflammatory diseases."
26530498,P01375,Tumor necrosis factor,protein 8-like 2,"Tumor necrosis factor (TNF)-α-induced protein 8-like 2 (TNFAIP8L2, TIPE2) is a novel anti-inflammatory factor involved in maintaining immune homeostasis.","[E1] Tumor necrosis factor [/E1] (TNF)-α-induced [E2] protein 8-like 2 [/E2] (TNFAIP8L2, TIPE2) is a novel anti-inflammatory factor involved in maintaining immune homeostasis."
26530498,P01375,Tumor necrosis factor,anti-inflammatory factor,"Tumor necrosis factor (TNF)-α-induced protein 8-like 2 (TNFAIP8L2, TIPE2) is a novel anti-inflammatory factor involved in maintaining immune homeostasis.","[E1] Tumor necrosis factor [/E1] (TNF)-α-induced protein 8-like 2 (TNFAIP8L2, TIPE2) is a novel [E2] anti-inflammatory factor [/E2] involved in maintaining immune homeostasis."
26540401,Q16552,Interleukin-17A,proinflammatory cytokine,Interleukin-17A is a proinflammatory cytokine known to play a role in host defense and pathologic inflammation in murine models of lung injury.,[E1] Interleukin-17A [/E1] is a [E2] proinflammatory cytokine [/E2] known to play a role in host defense and pathologic inflammation in murine models of lung injury.
26546058,Q969D9,Thymic stromal lymphopoietin,cytokine,"Thymic stromal lymphopoietin (TSLP) is a cytokine known to mature dendritics cells, lower pro-inflammatory IL-12 secretion, induce differentiation of anti-inflammatory FoxP3+ regulatory T cells (Treg).","[E1] Thymic stromal lymphopoietin [/E1] (TSLP) is a [E2] cytokine [/E2] known to mature dendritics cells, lower pro-inflammatory IL-12 secretion, induce differentiation of anti-inflammatory FoxP3+ regulatory T cells (Treg)."
26546058,Q969D9,Thymic stromal lymphopoietin,pro-inflammatory IL-12,"Thymic stromal lymphopoietin (TSLP) is a cytokine known to mature dendritics cells, lower pro-inflammatory IL-12 secretion, induce differentiation of anti-inflammatory FoxP3+ regulatory T cells (Treg).","[E1] Thymic stromal lymphopoietin [/E1] (TSLP) is a cytokine known to mature dendritics cells, lower [E2] pro-inflammatory IL-12 [/E2] secretion, induce differentiation of anti-inflammatory FoxP3+ regulatory T cells (Treg)."
26547077,P01375,Tumor necrosis factor,tumor necrosis factor-related apoptosis-inducing ligand,Tumor necrosis factor superfamily cytokine TRAIL (tumor necrosis factor-related apoptosis-inducing ligand) induces apoptosis in tumor cells by binding to death receptors DR4 and DR5 without affecting normal cells.,[E1] Tumor necrosis factor [/E1] superfamily cytokine TRAIL ([E2] tumor necrosis factor-related apoptosis-inducing ligand [/E2]) induces apoptosis in tumor cells by binding to death receptors DR4 and DR5 without affecting normal cells.
26547077,P01375,Tumor necrosis factor,death receptors DR4,Tumor necrosis factor superfamily cytokine TRAIL (tumor necrosis factor-related apoptosis-inducing ligand) induces apoptosis in tumor cells by binding to death receptors DR4 and DR5 without affecting normal cells.,[E1] Tumor necrosis factor [/E1] superfamily cytokine TRAIL (tumor necrosis factor-related apoptosis-inducing ligand) induces apoptosis in tumor cells by binding to [E2] death receptors DR4 [/E2] and DR5 without affecting normal cells.
26547077,P01375,Tumor necrosis factor,DR5,Tumor necrosis factor superfamily cytokine TRAIL (tumor necrosis factor-related apoptosis-inducing ligand) induces apoptosis in tumor cells by binding to death receptors DR4 and DR5 without affecting normal cells.,[E1] Tumor necrosis factor [/E1] superfamily cytokine TRAIL (tumor necrosis factor-related apoptosis-inducing ligand) induces apoptosis in tumor cells by binding to death receptors DR4 and [E2] DR5 [/E2] without affecting normal cells.
26547713,P10145,Interleukin-8,inflammatory chemokine,Interleukin-8 (IL-8) is a well-known inflammatory chemokine and suggested to be involved in the development of acne vulgaris.,[E1] Interleukin-8 [/E1] (IL-8) is a well-known [E2] inflammatory chemokine [/E2] and suggested to be involved in the development of acne vulgaris.
26550166,P60568,Interleukin-2,cytokines,Interleukin-2 (IL-2) is an important member of the cytokines that play critical roles in carcinogenesis.,[E1] Interleukin-2 [/E1] (IL-2) is an important member of the [E2] cytokines [/E2] that play critical roles in carcinogenesis.
26554658,P05231,Interleukin-6,cytokine,"Interleukin-6 (IL-6) is the major cytokine that induces transcriptional acute and chronic inflammation responses, and was recently incorporated as a recurrence prognostication signature for localised clear-cell renal cell carcinoma (ccRCC).","[E1] Interleukin-6 [/E1] (IL-6) is the major [E2] cytokine [/E2] that induces transcriptional acute and chronic inflammation responses, and was recently incorporated as a recurrence prognostication signature for localised clear-cell renal cell carcinoma (ccRCC)."
26555695,P05231,Interleukin-6,cytokine superfamily,"Interleukin-6 (IL-6) is an important member of the cytokine superfamily, exerting pleiotropic actions on many physiological processes.","[E1] Interleukin-6 [/E1] (IL-6) is an important member of the [E2] cytokine superfamily [/E2], exerting pleiotropic actions on many physiological processes."
26560975,P22301,Interleukin-10,CXCR2,"Vol. 110 (4): 453-460, 2015. p. 453. ""Interleukin-10 rs2227307 and CXCR2 rs1126579 polymorphisms modulate the predisposition to septic shock"" should read: ""Interleukin-10 rs1800896 and CXCR2 rs1126579 polymorphisms modulate the predisposition to septic shock"".","Vol. 110 (4): 453-460, 2015. p. 453. ""[E1] Interleukin-10 [/E1] rs2227307 and [E2] CXCR2 [/E2] rs1126579 polymorphisms modulate the predisposition to septic shock"" should read: ""Interleukin-10 rs1800896 and CXCR2 rs1126579 polymorphisms modulate the predisposition to septic shock""."
26560975,P22301,Interleukin-10,Interleukin-10 rs1800896,"Vol. 110 (4): 453-460, 2015. p. 453. ""Interleukin-10 rs2227307 and CXCR2 rs1126579 polymorphisms modulate the predisposition to septic shock"" should read: ""Interleukin-10 rs1800896 and CXCR2 rs1126579 polymorphisms modulate the predisposition to septic shock"".","Vol. 110 (4): 453-460, 2015. p. 453. ""[E1] Interleukin-10 [/E1] rs2227307 and CXCR2 rs1126579 polymorphisms modulate the predisposition to septic shock"" should read: ""[E2] Interleukin-10 rs1800896 [/E2] and CXCR2 rs1126579 polymorphisms modulate the predisposition to septic shock""."
26578388,P48061,Stromal cell-derived factor 1,chemokine,Stromal cell-derived factor 1 (SDF-1) is a chemokine that can be expressed in injured cardiomyocytes after myocardial infarction (MI).,[E1] Stromal cell-derived factor 1 [/E1] (SDF-1) is a [E2] chemokine [/E2] that can be expressed in injured cardiomyocytes after myocardial infarction (MI).
26602020,P22301,Interleukin-10,anti-inflammatory cytokine,Interleukin-10 (IL-10) is an important anti-inflammatory cytokine that is produced primarily by macrophages.,[E1] Interleukin-10 [/E1] (IL-10) is an important [E2] anti-inflammatory cytokine [/E2] that is produced primarily by macrophages.
26603191,Q14116,Interleukin-18,Caspase-1,"Interleukin-18 (IL-18) is activated by Caspase-1 in inflammasome complexes and has anti-obesity effects; however, it is not known which inflammasome regulates this process.","[E1] Interleukin-18 [/E1] (IL-18) is activated by [E2] Caspase-1 [/E2] in inflammasome complexes and has anti-obesity effects; however, it is not known which inflammasome regulates this process."
26603191,Q14116,Interleukin-18,inflammasome complexes,"Interleukin-18 (IL-18) is activated by Caspase-1 in inflammasome complexes and has anti-obesity effects; however, it is not known which inflammasome regulates this process.","[E1] Interleukin-18 [/E1] (IL-18) is activated by Caspase-1 in [E2] inflammasome complexes [/E2] and has anti-obesity effects; however, it is not known which inflammasome regulates this process."
26603191,Q14116,Interleukin-18,inflammasome,"Interleukin-18 (IL-18) is activated by Caspase-1 in inflammasome complexes and has anti-obesity effects; however, it is not known which inflammasome regulates this process.","[E1] Interleukin-18 [/E1] (IL-18) is activated by Caspase-1 in [E2] inflammasome [/E2] complexes and has anti-obesity effects; however, it is not known which inflammasome regulates this process."
26605964,P05231,Interleukin-6,multifunctional cytokine,"Interleukin-6 is a multifunctional cytokine, which plays a key role in tumor proliferation and differentiation.","[E1] Interleukin-6 [/E1] is a [E2] multifunctional cytokine [/E2], which plays a key role in tumor proliferation and differentiation."
